ID_CUENTA,ID_CLIENTE,MONTO,CUOTAS,NRO_COMPROBANTE,ID_PRODUCTO,ID_CANAL_DESEMBOLSO,ID_TIPO_FINANCIACION,DIAS_MORA,ID_ESTADO_CREDITO,ID_CANAL_SOLICITUD,FECHA_OTORGAMIENTO
23895,1956,38319.72,38,17182361801,CPR-2,TR333,3,5,1,1,2021-08-14
23893,1019,47343.32,13,17182360864,CC-1,BV111,1,1,1,1,2021-08-13
23891,1124,65681.42,20,17182360969,CC-1,TR333,1,190,2,2,2021-08-12
23892,1920,74310.99,43,17182361765,CPR-2,EF222,3,5,1,2,2021-08-12
23890,1618,52486.66,43,17182361463,CP-1,TR333,3,3,1,1,2021-08-11
23888,512,25568.64,27,17182360357,CBR-2,EF222,4,136,2,2,2021-08-10
23889,1433,38736.66,46,17182361278,CPR-2,TR333,3,187,2,3,2021-08-10
23886,1606,44823.32,15,17182361451,CBR-2,TR333,4,63,2,3,2021-08-08
23887,1704,58795.18,41,17182361549,CB-1,TR333,4,189,2,3,2021-08-08
23883,669,76426.23,21,17182360514,CCR-2,BV111,1,4,1,1,2021-08-07
23884,999,49860.84,48,17182360844,CC-1,BV111,1,157,2,2,2021-08-07
23885,1711,53603.04,37,17182361556,CC-1,BV111,1,4,1,1,2021-08-07
23882,770,42775.29,29,17182360615,CB-1,EF222,4,183,2,1,2021-08-06
23878,694,41879.8,20,17182360539,CO-1,TR333,2,154,2,2,2021-08-05
23879,1157,34806.95,26,17182361002,CC-1,BV111,1,43,2,3,2021-08-05
23880,1684,59671.46,46,17182361529,CBR-2,TR333,4,3,1,3,2021-08-05
23881,1991,86049.51,38,17182361836,CC-1,BV111,1,135,2,3,2021-08-05
23877,1658,86619.29,21,17182361503,COR-2,TR333,2,5,1,1,2021-08-04
23876,1577,36927.79,31,17182361422,CC-1,BV111,1,4,1,2,2021-08-03
23873,972,44149.04,33,17182360817,CBR-2,EF222,4,6,1,1,2021-08-02
23874,1548,69081.37,14,17182361393,CC-1,TR333,1,5,1,1,2021-08-02
23875,1858,98139.67,13,17182361703,CCR-2,TR333,1,3,1,1,2021-08-02
23872,590,69100.26,15,17182360435,CC-1,EF222,1,91,2,3,2021-08-01
23866,12,99575.06,17,17182359857,CC-1,EF222,1,6,1,3,2021-07-31
23867,47,29719.88,16,17182359892,CC-1,BV111,1,95,2,1,2021-07-31
23868,134,31150.05,35,17182359979,CC-1,TR333,1,4,1,3,2021-07-31
23869,212,73482.93,20,17182360057,CC-1,EF222,1,180,2,2,2021-07-31
23870,925,63947.91,16,17182360770,CC-1,TR333,1,202,2,1,2021-07-31
23871,1479,13776.62,27,17182361324,CBR-2,BV111,4,0,1,3,2021-07-31
23863,712,29077.01,42,17182360557,CCR-2,EF222,1,2,1,3,2021-07-30
23864,945,46815.65,37,17182360790,CBR-2,TR333,4,0,1,2,2021-07-30
23865,1026,76416.03,35,17182360871,CB-1,TR333,4,6,1,1,2021-07-30
23860,574,43881.12,34,17182360419,CC-1,TR333,1,5,1,2,2021-07-29
23861,1241,44295.46,39,17182361086,CCR-2,BV111,1,3,1,3,2021-07-29
23862,1683,64004.11,30,17182361528,CBR-2,TR333,4,5,1,3,2021-07-29
23856,34,50265.8,44,17182359879,CO-1,TR333,2,204,2,3,2021-07-28
23857,86,83625.72,14,17182359931,CC-1,TR333,1,6,1,3,2021-07-28
23858,1183,86597.24,32,17182361028,CBR-2,TR333,4,103,2,3,2021-07-28
23859,1985,40538.13,27,17182361830,CP-1,TR333,3,26,2,1,2021-07-28
23853,77,43804.49,20,17182359922,CC-1,BV111,1,4,1,2,2021-07-27
23854,617,39411.1,20,17182360462,CBR-2,BV111,4,201,2,1,2021-07-27
23855,935,48651.49,24,17182360780,CBR-2,TR333,4,104,2,1,2021-07-27
23848,194,79243.57,28,17182360039,CC-1,TR333,1,4,1,1,2021-07-26
23849,291,55033.95,45,17182360136,CB-1,BV111,4,0,1,2,2021-07-26
23850,665,18482.1,24,17182360510,CB-1,TR333,4,108,2,2,2021-07-26
23851,1333,81116.49,36,17182361178,CBR-2,TR333,4,5,1,3,2021-07-26
23852,1590,42467.35,44,17182361435,COR-2,EF222,2,2,1,3,2021-07-26
23847,1339,74874.6,26,17182361184,CCR-2,BV111,1,6,1,2,2021-07-24
23840,731,97965.37,48,17182360576,COR-2,BV111,2,191,2,1,2021-07-23
23841,784,38804.02,39,17182360629,CBR-2,TR333,4,4,1,1,2021-07-23
23842,1085,60247.19,21,17182360930,CBR-2,TR333,4,151,2,3,2021-07-23
23843,1206,52875.46,26,17182361051,CO-1,TR333,2,6,1,1,2021-07-23
23844,1265,78363.07,21,17182361110,CBR-2,TR333,4,17,2,3,2021-07-23
23845,1297,72419.61,20,17182361142,CB-1,BV111,4,0,1,3,2021-07-23
23846,1410,95497.13,28,17182361255,CBR-2,EF222,4,3,1,3,2021-07-23
23837,583,95126.88,21,17182360428,CBR-2,TR333,4,3,1,2,2021-07-22
23838,830,16478.03,47,17182360675,CPR-4,EF222,5,53,2,3,2021-07-22
23839,1352,35281.59,37,17182361197,CB-1,EF222,4,0,1,3,2021-07-22
23835,424,65850.3,23,17182360269,CO-1,TR333,2,6,1,3,2021-07-21
23836,672,25230.54,13,17182360517,CBR-2,EF222,4,186,2,2,2021-07-21
23831,380,51134.66,37,17182360225,CC-1,EF222,1,25,2,2,2021-07-20
23832,724,26680.3,13,17182360569,CBR-2,TR333,4,6,1,1,2021-07-20
23833,993,31608.07,16,17182360838,CBR-2,TR333,4,3,1,2,2021-07-20
23834,1496,20604.97,45,17182361341,CO-1,TR333,2,4,1,3,2021-07-20
23828,349,91831.05,20,17182360194,CCR-2,BV111,1,139,2,1,2021-07-19
23829,1187,82438.63,19,17182361032,COR-2,BV111,2,171,2,3,2021-07-19
23830,1738,73889.67,27,17182361583,CC-1,TR333,1,5,1,1,2021-07-19
23825,51,44063.19,33,17182359896,CP-1,BV111,3,236,2,3,2021-07-18
23826,309,96579.09,42,17182360154,CBR-2,BV111,4,153,2,1,2021-07-18
23827,1553,10918.34,22,17182361398,CO-1,TR333,2,3,1,3,2021-07-18
23821,670,53084.47,20,17182360515,CBR-2,EF222,4,71,2,2,2021-07-17
23822,1235,68584.72,12,17182361080,CC-1,TR333,1,193,2,1,2021-07-17
23823,1733,68362.41,48,17182361578,CPR-2,TR333,3,3,1,2,2021-07-17
23824,1779,19073.92,39,17182361624,CCR-2,BV111,1,70,2,3,2021-07-17
23819,426,31299.3,16,17182360271,CPR-4,TR333,5,194,2,3,2021-07-16
23820,1478,53993.07,35,17182361323,CC-1,TR333,1,213,2,1,2021-07-16
23812,430,58341.04,31,17182360275,CPR-4,EF222,5,237,2,3,2021-07-15
23813,437,87305.45,39,17182360282,CPR-4,BV111,5,124,2,2,2021-07-15
23814,447,67247.6,43,17182360292,CBR-2,BV111,4,3,1,1,2021-07-15
23815,450,34330.03,36,17182360295,CCR-2,EF222,1,40,2,3,2021-07-15
23816,1164,61640.96,43,17182361009,COR-2,TR333,2,0,1,2,2021-07-15
23817,1633,80766.18,43,17182361478,CBR-2,TR333,4,112,2,2,2021-07-15
23818,1993,80052.82,44,17182361838,CBR-2,TR333,4,58,2,3,2021-07-15
23808,428,31299.05,36,17182360273,CP-3,TR333,5,2,1,3,2021-07-14
23809,542,73571.02,47,17182360387,CC-1,EF222,1,1,1,2,2021-07-14
23810,1099,52206.99,24,17182360944,CO-1,BV111,2,5,1,3,2021-07-14
23811,1105,25365.63,30,17182360950,CBR-2,TR333,4,4,1,2,2021-07-14
23803,462,22730.15,41,17182360307,CBR-2,EF222,4,6,1,3,2021-07-13
23804,910,11473.41,45,17182360755,CO-1,EF222,2,107,2,2,2021-07-13
23805,1371,95379.65,33,17182361216,CBR-2,BV111,4,4,1,3,2021-07-13
23806,1401,97818.9,34,17182361246,CO-1,BV111,2,135,2,3,2021-07-13
23807,1604,53930.02,21,17182361449,CPR-2,TR333,3,233,2,3,2021-07-13
23798,442,15840.85,22,17182360287,CB-1,EF222,4,3,1,3,2021-07-11
23799,446,31124.04,33,17182360291,CCR-2,TR333,1,0,1,1,2021-07-11
23800,898,60913.57,36,17182360743,CBR-2,TR333,4,59,2,2,2021-07-11
23801,912,52171.39,36,17182360757,CO-1,EF222,2,4,1,1,2021-07-11
23802,1998,86823.4,44,17182361843,CC-1,TR333,1,2,1,1,2021-07-11
23796,425,36539.26,34,17182360270,CP-3,TR333,5,97,2,3,2021-07-10
23797,1307,94153.84,18,17182361152,COR-2,BV111,2,174,2,3,2021-07-10
23787,431,79962.36,40,17182360276,CO-1,BV111,2,161,2,3,2021-07-09
23788,432,93682.81,16,17182360277,CCR-2,EF222,1,0,1,1,2021-07-09
23789,436,38074.41,25,17182360281,CC-1,TR333,1,3,1,1,2021-07-09
23790,439,69563.5,45,17182360284,CBR-2,BV111,4,60,2,2,2021-07-09
23791,443,61828.42,29,17182360288,CP-3,TR333,5,3,1,3,2021-07-09
23792,453,91411.91,39,17182360298,CP-3,TR333,5,17,2,2,2021-07-09
23793,736,26819.53,22,17182360581,CCR-2,TR333,1,107,2,3,2021-07-09
23794,1421,25501.06,39,17182361266,CB-1,BV111,4,1,1,2,2021-07-09
23795,1982,81727.31,23,17182361827,CPR-2,EF222,3,4,1,1,2021-07-09
23782,175,93037.81,28,17182360020,CBR-2,TR333,4,4,1,1,2021-07-08
23783,251,51035.19,28,17182360096,CB-1,BV111,4,60,2,1,2021-07-08
23784,441,59931.88,12,17182360286,CB-1,BV111,4,2,1,3,2021-07-08
23785,452,87599.18,15,17182360297,CC-1,EF222,1,1,1,2,2021-07-08
23786,459,61437.35,35,17182360304,COR-2,BV111,2,3,1,3,2021-07-08
23775,50,93878.64,36,17182359895,CP-1,EF222,3,125,2,3,2021-07-07
23776,455,29896.73,31,17182360300,CO-1,TR333,2,195,2,3,2021-07-07
23777,458,11021.25,20,17182360303,CC-1,TR333,1,197,2,2,2021-07-07
23778,1448,91286.8,13,17182361293,CP-1,TR333,3,70,2,3,2021-07-07
23779,1677,94891.3,19,17182361522,CC-1,BV111,1,144,2,1,2021-07-07
23780,1771,51328.08,34,17182361616,CB-1,BV111,4,130,2,3,2021-07-07
23781,1910,71874.43,41,17182361755,CP-1,EF222,3,1,1,3,2021-07-07
23773,1011,41049.06,26,17182360856,CBR-2,BV111,4,232,2,2,2021-07-06
23774,1337,63275.63,16,17182361182,CC-1,BV111,1,63,2,3,2021-07-06
23770,445,26774,46,17182360290,CPR-4,TR333,5,5,1,3,2021-07-05
23771,465,93617.84,39,17182360310,CCR-2,TR333,1,79,2,2,2021-07-05
23772,1179,42846.49,41,17182361024,CP-3,BV111,5,3,1,1,2021-07-05
23764,304,61484.23,17,17182360149,CC-1,TR333,1,185,2,1,2021-07-04
23765,433,60413.49,15,17182360278,CBR-2,TR333,4,5,1,1,2021-07-04
23766,435,66495.62,24,17182360280,CC-1,TR333,1,1,1,2,2021-07-04
23767,460,55366.83,43,17182360305,CBR-2,EF222,4,225,2,2,2021-07-04
23768,490,47104.95,19,17182360335,CC-1,EF222,1,166,2,2,2021-07-04
23769,1002,50795.19,30,17182360847,CC-1,EF222,1,0,1,2,2021-07-04
23762,451,10941.35,38,17182360296,CCR-2,BV111,1,3,1,1,2021-07-03
23763,464,26357.57,33,17182360309,CC-1,TR333,1,2,1,1,2021-07-03
23761,1976,72506.39,47,17182361821,CPR-2,TR333,3,1,1,3,2021-07-02
23758,190,29413.53,26,17182360035,CCR-2,EF222,1,4,1,1,2021-07-01
23759,434,97178.4,17,17182360279,CC-1,TR333,1,48,2,1,2021-07-01
23760,1043,44344.61,17,17182360888,CC-1,TR333,1,130,2,2,2021-07-01
23753,596,88828.54,34,17182360441,CCR-2,TR333,1,33,2,3,2021-06-30
23754,653,44998.45,18,17182360498,CPR-2,TR333,3,233,2,2,2021-06-30
23755,949,80944.87,18,17182360794,CC-1,BV111,1,14,2,3,2021-06-30
23756,1288,54135.1,31,17182361133,CC-1,TR333,1,127,2,2,2021-06-30
23757,1792,36601.02,31,17182361637,CPR-4,EF222,5,4,1,1,2021-06-30
23748,622,74189.32,39,17182360467,CP-1,EF222,3,0,1,2,2021-06-29
23749,637,25827.16,24,17182360482,CO-1,BV111,2,0,1,3,2021-06-29
23750,880,92914.69,27,17182360725,CCR-2,EF222,1,1,1,1,2021-06-29
23751,1552,27594.15,18,17182361397,CO-1,EF222,2,0,1,2,2021-06-29
23752,1700,67784.21,28,17182361545,CBR-2,EF222,4,1,1,1,2021-06-29
23744,469,98915.13,42,17182360314,CC-1,BV111,1,118,2,3,2021-06-28
23745,1331,18018.08,22,17182361176,CBR-2,BV111,4,224,2,1,2021-06-28
23746,1335,85047.12,32,17182361180,CCR-2,TR333,1,4,1,1,2021-06-28
23747,1397,58749.16,25,17182361242,CBR-2,BV111,4,1,1,1,2021-06-28
23742,1370,58111.68,46,17182361215,CBR-2,EF222,4,37,2,2,2021-06-27
23743,1546,35456.89,22,17182361391,CBR-2,TR333,4,4,1,2,2021-06-27
23741,666,41590.47,43,17182360511,CBR-2,TR333,4,6,1,2,2021-06-26
23736,613,43472.18,35,17182360458,CBR-2,TR333,4,1,1,3,2021-06-24
23737,891,35929.22,14,17182360736,CO-1,BV111,2,202,2,2,2021-06-24
23738,1122,47137.59,33,17182360967,COR-2,EF222,2,138,2,1,2021-06-24
23739,1437,80550.59,30,17182361282,CPR-2,BV111,3,186,2,1,2021-06-24
23740,1710,12998.31,35,17182361555,CBR-2,EF222,4,217,2,1,2021-06-24
23734,1612,73460.89,27,17182361457,CBR-2,EF222,4,0,1,2,2021-06-23
23735,1768,84276.17,34,17182361613,CBR-2,TR333,4,2,1,1,2021-06-23
23730,605,67346.55,24,17182360450,CB-1,TR333,4,217,2,1,2021-06-22
23731,1050,74114.58,42,17182360895,CB-1,EF222,4,5,1,2,2021-06-22
23732,1059,44864.71,48,17182360904,CO-1,BV111,2,214,2,1,2021-06-22
23733,1502,51648.11,17,17182361347,CBR-2,EF222,4,44,2,3,2021-06-22
23727,975,95608.08,29,17182360820,CBR-2,TR333,4,138,2,1,2021-06-21
23728,1682,11324.87,26,17182361527,CP-1,EF222,3,69,2,3,2021-06-21
23729,1801,92752.7,16,17182361646,CCR-2,BV111,1,157,2,3,2021-06-21
23725,1287,59607.22,46,17182361132,CCR-2,BV111,1,10,2,2,2021-06-20
23726,1961,90699.56,41,17182361806,CC-1,BV111,1,3,1,2,2021-06-20
23724,1262,57517.15,27,17182361107,COR-2,EF222,2,70,2,3,2021-06-19
23720,691,70236.71,29,17182360536,CC-1,BV111,1,3,1,2,2021-06-18
23721,835,95672.24,15,17182360680,CPR-4,TR333,5,33,2,1,2021-06-18
23722,1534,28640.55,43,17182361379,CBR-2,TR333,4,6,1,1,2021-06-18
23723,1922,81013.95,29,17182361767,CC-1,EF222,1,6,1,3,2021-06-18
23716,533,89716.39,35,17182360378,CP-3,TR333,5,44,2,2,2021-06-17
23717,1128,34875.98,18,17182360973,CCR-2,TR333,1,68,2,3,2021-06-17
23718,1267,52138.33,20,17182361112,CB-1,BV111,4,3,1,3,2021-06-17
23719,1487,90212.49,42,17182361332,CPR-2,BV111,3,196,2,1,2021-06-17
23713,521,52928.75,39,17182360366,CC-1,BV111,1,1,1,2,2021-06-16
23714,1708,93698.25,16,17182361553,CBR-2,TR333,4,240,2,2,2021-06-16
23715,1813,92160.92,13,17182361658,CC-1,TR333,1,6,1,3,2021-06-16
23711,862,34591.52,22,17182360707,COR-2,EF222,2,4,1,3,2021-06-15
23712,1156,30481.68,30,17182361001,COR-2,TR333,2,6,1,2,2021-06-15
23709,838,14268.69,32,17182360683,CP-3,TR333,5,235,2,3,2021-06-14
23710,1492,90642.59,21,17182361337,CC-1,EF222,1,158,2,2,2021-06-14
23708,1229,82797.25,46,17182361074,CC-1,BV111,1,6,1,2,2021-06-13
23707,771,49003.42,43,17182360616,CP-1,BV111,3,208,2,1,2021-06-12
23706,1726,75989.37,14,17182361571,CBR-2,TR333,4,222,2,1,2021-06-11
23704,1064,86824.07,46,17182360909,COR-2,TR333,2,0,1,1,2021-06-10
23705,1797,68437.48,43,17182361642,CPR-2,BV111,3,49,2,1,2021-06-10
23700,711,15283,33,17182360556,CBR-2,BV111,4,87,2,2,2021-06-09
23701,1360,30240,46,17182361205,COR-2,EF222,2,190,2,1,2021-06-09
23702,1751,81001.36,22,17182361596,CB-1,BV111,4,125,2,2,2021-06-09
23703,1989,36692.53,15,17182361834,CC-1,BV111,1,1,1,2,2021-06-09
23699,1038,27326.23,34,17182360883,CB-1,TR333,4,4,1,2,2021-06-07
23696,790,26049.12,28,17182360635,CBR-2,EF222,4,146,2,3,2021-06-06
23697,1561,68213.16,39,17182361406,CC-1,BV111,1,6,1,2,2021-06-06
23698,1781,94605.05,39,17182361626,CPR-2,BV111,3,6,1,2,2021-06-06
23695,1457,89568.65,21,17182361302,CP-1,BV111,3,150,2,1,2021-06-05
23692,756,88354.22,25,17182360601,CPR-2,TR333,3,5,1,2,2021-06-04
23693,1379,35054.15,44,17182361224,CBR-2,BV111,4,0,1,3,2021-06-04
23694,1666,71006.35,38,17182361511,CO-1,TR333,2,3,1,3,2021-06-04
23691,624,91158.73,16,17182360469,CP-1,TR333,3,21,2,3,2021-06-03
23689,1302,76427.52,29,17182361147,CCR-2,EF222,1,5,1,1,2021-06-02
23690,1816,50248.26,25,17182361661,CP-3,TR333,5,96,2,2,2021-06-02
23687,828,98294.5,41,17182360673,CP-3,TR333,5,47,2,2,2021-06-01
23688,1195,66576.38,34,17182361040,CB-1,TR333,4,201,2,2,2021-06-01
23686,1191,88292.1,23,17182361036,CC-1,BV111,1,74,2,2,2021-05-31
23679,948,62441.85,48,17182360793,COR-2,TR333,2,50,2,3,2021-05-30
23680,1257,16341.84,20,17182361102,CO-1,BV111,2,225,2,1,2021-05-30
23681,1376,86340.63,24,17182361221,CBR-2,TR333,4,0,1,3,2021-05-30
23682,1412,27869.21,13,17182361257,CBR-2,EF222,4,1,1,3,2021-05-30
23683,1624,61563.81,33,17182361469,CBR-2,TR333,4,110,2,3,2021-05-30
23684,1670,12350.57,23,17182361515,CO-1,EF222,2,68,2,2,2021-05-30
23685,1888,14385.93,25,17182361733,CC-1,TR333,1,158,2,1,2021-05-30
23675,555,35736.49,17,17182360400,CC-1,TR333,1,191,2,3,2021-05-29
23676,888,97976.87,12,17182360733,CCR-2,TR333,1,101,2,1,2021-05-29
23677,1118,89173.74,47,17182360963,CC-1,TR333,1,167,2,3,2021-05-29
23678,1273,33392.31,16,17182361118,CO-1,TR333,2,145,2,2,2021-05-29
23672,752,30422.74,29,17182360597,CB-1,EF222,4,153,2,2,2021-05-28
23673,1506,72771.33,37,17182361351,CPR-2,TR333,3,11,2,3,2021-05-28
23674,1647,70816.08,28,17182361492,CCR-2,BV111,1,5,1,2,2021-05-28
23670,1175,89107.37,44,17182361020,CCR-2,TR333,1,214,2,3,2021-05-27
23671,1992,31220.05,34,17182361837,CPR-2,EF222,3,238,2,3,2021-05-27
23667,1434,14332.27,32,17182361279,CCR-2,TR333,1,6,1,3,2021-05-26
23668,1693,22568.51,45,17182361538,CC-1,TR333,1,74,2,1,2021-05-26
23669,1923,74634.54,47,17182361768,CC-1,TR333,1,7,2,3,2021-05-26
23666,920,61226.25,18,17182360765,CB-1,EF222,4,1,1,3,2021-05-25
23663,569,12394.28,18,17182360414,CB-1,BV111,4,77,2,3,2021-05-24
23664,1503,51080.57,42,17182361348,CPR-2,TR333,3,4,1,3,2021-05-24
23665,1731,69143,39,17182361576,CBR-2,BV111,4,225,2,1,2021-05-24
23660,474,82758.06,19,17182360319,COR-2,TR333,2,84,2,3,2021-05-22
23661,813,77190.02,46,17182360658,CP-1,TR333,3,6,1,2,2021-05-22
23662,1514,60837.91,12,17182361359,CBR-2,TR333,4,230,2,2,2021-05-22
23657,1141,64301.27,40,17182360986,CCR-2,BV111,1,2,1,3,2021-05-21
23658,1599,53018.99,21,17182361444,CBR-2,BV111,4,213,2,2,2021-05-21
23659,1732,24611.18,35,17182361577,CBR-2,EF222,4,42,2,1,2021-05-21
23652,1123,83055.15,31,17182360968,CBR-2,TR333,4,120,2,2,2021-05-20
23653,1389,81408.15,29,17182361234,COR-2,BV111,2,2,1,3,2021-05-20
23654,1511,91492.02,46,17182361356,CBR-2,BV111,4,103,2,1,2021-05-20
23655,1761,67703.95,24,17182361606,CCR-2,BV111,1,1,1,1,2021-05-20
23656,1890,65773.84,12,17182361735,CCR-2,EF222,1,72,2,2,2021-05-20
23649,699,15846.22,27,17182360544,CP-1,BV111,3,3,1,2,2021-05-19
23650,1042,71568.57,30,17182360887,CBR-2,EF222,4,129,2,1,2021-05-19
23651,1477,78610.56,23,17182361322,CB-1,BV111,4,3,1,1,2021-05-19
23645,593,62310.66,44,17182360438,CCR-2,TR333,1,0,1,2,2021-05-18
23646,868,67830.92,30,17182360713,COR-2,TR333,2,160,2,1,2021-05-18
23647,1143,37492.44,15,17182360988,CP-3,TR333,5,131,2,1,2021-05-18
23648,1520,42904.39,16,17182361365,CBR-2,EF222,4,62,2,3,2021-05-18
23641,761,19389.17,34,17182360606,CC-1,BV111,1,6,1,1,2021-05-17
23642,943,50044.32,28,17182360788,CO-1,TR333,2,1,1,1,2021-05-17
23643,1305,72358.83,31,17182361150,CBR-2,TR333,4,0,1,1,2021-05-17
23644,1766,16546.43,16,17182361611,CBR-2,TR333,4,4,1,3,2021-05-17
23639,1674,61096.19,28,17182361519,CP-1,TR333,3,129,2,1,2021-05-16
23640,1790,76543.37,38,17182361635,CC-1,EF222,1,163,2,1,2021-05-16
23638,1436,57982.06,39,17182361281,COR-2,TR333,2,4,1,2,2021-05-15
23636,498,91094.8,15,17182360343,COR-2,TR333,2,225,2,1,2021-05-14
23637,1053,59317.45,13,17182360898,CBR-2,TR333,4,1,1,1,2021-05-14
23634,1497,21519.29,35,17182361342,CO-1,BV111,2,2,1,2,2021-05-13
23635,1709,68672.31,47,17182361554,CB-1,BV111,4,41,2,1,2021-05-13
23631,547,43714.44,17,17182360392,CO-1,BV111,2,109,2,3,2021-05-12
23632,1824,76186.51,43,17182361669,CC-1,TR333,1,236,2,2,2021-05-12
23633,1969,61237.17,31,17182361814,CC-1,BV111,1,2,1,2,2021-05-12
23630,1314,25225.97,41,17182361159,CO-1,TR333,2,3,1,2,2021-05-11
23629,1639,33880.59,42,17182361484,CBR-2,BV111,4,2,1,2,2021-05-10
23628,1468,30891.34,16,17182361313,CCR-2,TR333,1,88,2,2,2021-05-09
23625,858,84196.79,20,17182360703,CP-3,TR333,5,5,1,2,2021-05-08
23626,1451,92259.98,21,17182361296,CBR-2,BV111,4,207,2,2,2021-05-08
23627,1641,50566.69,15,17182361486,CBR-2,BV111,4,184,2,2,2021-05-08
23623,1015,52110.63,19,17182360860,CO-1,TR333,2,6,1,3,2021-05-07
23624,1576,62601.64,48,17182361421,CB-1,TR333,4,83,2,1,2021-05-07
23621,1216,46735.58,23,17182361061,CO-1,TR333,2,81,2,2,2021-05-06
23622,1970,28825.09,25,17182361815,CB-1,EF222,4,3,1,1,2021-05-06
23617,480,62755.45,15,17182360325,CBR-2,EF222,4,81,2,2,2021-05-05
23618,733,76087.98,17,17182360578,CBR-2,TR333,4,195,2,1,2021-05-05
23619,1818,31437.29,45,17182361663,CP-3,TR333,5,31,2,2,2021-05-05
23620,1875,98964,16,17182361720,CB-1,TR333,4,54,2,3,2021-05-05
23616,1893,16720.23,13,17182361738,CC-1,TR333,1,3,1,1,2021-05-04
23612,802,59486.58,40,17182360647,COR-2,EF222,2,8,2,1,2021-05-03
23613,877,69142.96,41,17182360722,CCR-2,BV111,1,58,2,2,2021-05-03
23614,1039,76054.19,44,17182360884,CCR-2,BV111,1,127,2,3,2021-05-03
23615,1213,82436.83,36,17182361058,CCR-2,TR333,1,3,1,2,2021-05-03
23611,1459,54302.91,33,17182361304,CB-1,BV111,4,162,2,2,2021-05-02
23608,486,96877.94,29,17182360331,CCR-2,TR333,1,2,1,3,2021-05-01
23609,962,94599.25,32,17182360807,CCR-2,EF222,1,57,2,3,2021-05-01
23610,1773,42067.41,45,17182361618,CB-1,TR333,4,3,1,2,2021-05-01
23603,1115,33729.85,17,17182360960,CBR-2,TR333,4,49,2,2,2021-04-28
23604,1125,64781.89,16,17182360970,CO-1,TR333,2,2,1,2,2021-04-28
23605,1415,19213.71,13,17182361260,CC-1,TR333,1,153,2,1,2021-04-28
23606,1494,91968.48,47,17182361339,CP-1,TR333,3,58,2,2,2021-04-28
23607,1616,88001.56,17,17182361461,CO-1,TR333,2,215,2,1,2021-04-28
23602,1628,41126.91,32,17182361473,CCR-2,TR333,1,113,2,3,2021-04-27
23600,1775,89651.36,28,17182361620,CO-1,TR333,2,5,1,2,2021-04-25
23601,1955,63988.51,13,17182361800,CP-1,TR333,3,3,1,2,2021-04-25
23596,1031,79933.69,17,17182360876,COR-2,BV111,2,58,2,2,2021-04-24
23597,1057,44216.79,22,17182360902,CB-1,BV111,4,34,2,3,2021-04-24
23598,1068,68196.84,43,17182360913,CB-1,TR333,4,5,1,1,2021-04-24
23599,1150,83177.06,43,17182360995,CBR-2,EF222,4,215,2,2,2021-04-24
23591,769,17617.05,45,17182360614,CCR-2,BV111,1,205,2,2,2021-04-23
23592,798,93398.85,31,17182360643,CC-1,TR333,1,6,1,1,2021-04-23
23593,1324,72844.26,20,17182361169,CC-1,TR333,1,4,1,3,2021-04-23
23594,1699,94644.88,29,17182361544,CBR-2,BV111,4,225,2,1,2021-04-23
23595,1891,76142.72,30,17182361736,CC-1,BV111,1,1,1,3,2021-04-23
23590,1729,61044.29,15,17182361574,CB-1,BV111,4,150,2,1,2021-04-22
23584,764,36390.6,37,17182360609,CO-1,TR333,2,150,2,1,2021-04-21
23585,1106,59256.24,29,17182360951,CCR-2,TR333,1,35,2,1,2021-04-21
23586,1165,86073.75,35,17182361010,CC-1,TR333,1,38,2,2,2021-04-21
23587,1170,54300.67,13,17182361015,CCR-2,EF222,1,3,1,2,2021-04-21
23588,1718,63954.44,18,17182361563,CPR-2,TR333,3,216,2,2,2021-04-21
23589,1960,82226.48,13,17182361805,CB-1,EF222,4,0,1,3,2021-04-21
23581,594,54122.51,25,17182360439,CCR-2,TR333,1,218,2,3,2021-04-20
23582,649,35263.57,19,17182360494,CP-1,BV111,3,4,1,1,2021-04-20
23583,1807,26257.87,45,17182361652,CC-1,BV111,1,0,1,2,2021-04-20
23580,1107,35885.67,27,17182360952,CBR-2,BV111,4,0,1,2,2021-04-19
23578,961,14059.13,13,17182360806,CB-1,BV111,4,228,2,3,2021-04-18
23579,1417,46529.14,21,17182361262,CBR-2,BV111,4,1,1,3,2021-04-18
23577,765,27154.28,13,17182360610,CO-1,TR333,2,5,1,2,2021-04-17
23574,921,37987.86,15,17182360766,COR-2,BV111,2,2,1,1,2021-04-16
23575,1325,59833.86,18,17182361170,CCR-2,TR333,1,127,2,2,2021-04-16
23576,1655,87420.24,35,17182361500,CBR-2,TR333,4,6,1,1,2021-04-16
23571,580,82554.45,21,17182360425,CP-3,EF222,5,6,1,2,2021-04-15
23572,1452,69098.82,41,17182361297,COR-2,EF222,2,225,2,1,2021-04-15
23573,1574,13181.57,34,17182361419,CC-1,TR333,1,4,1,3,2021-04-15
23567,1264,27812.39,18,17182361109,CC-1,TR333,1,2,1,3,2021-04-14
23568,1610,11964.59,13,17182361455,CBR-2,EF222,4,175,2,1,2021-04-14
23569,1806,55174.24,32,17182361651,CC-1,TR333,1,81,2,1,2021-04-14
23570,1836,67162.94,14,17182361681,CPR-2,TR333,3,0,1,2,2021-04-14
23566,1755,52175.24,25,17182361600,CBR-2,TR333,4,5,1,1,2021-04-13
